DA_losses,DB_losses,D_losses,G_losses,gA_d_losses_synthetic,gA_losses_reconstructed,gB_d_losses_synthetic,gB_losses_reconstructed,reconstruction_losses
0.28998227417469025,0.33138372004032135,0.6213659942150116,"[4.131304740905762, 0.1292954981327057, 0.1700976938009262, 0.5551287531852722, 0.5822440385818481]",0.1292954981327057,0.5551287531852722,0.1700976938009262,0.5822440385818481,1.1373727917671204
0.29582348465919495,0.3376052677631378,0.6334287524223328,"[4.097043991088867, 0.12689802050590515, 0.16951289772987366, 0.5701344013214111, 0.5628004670143127]",0.12689802050590515,0.5701344013214111,0.16951289772987366,0.5628004670143127,1.1329348683357239
0.2898697108030319,0.36518099904060364,0.6550507098436356,"[4.072961807250977, 0.12448941171169281, 0.16911563277244568, 0.5851429104804993, 0.5517681837081909]",0.12448941171169281,0.5851429104804993,0.16911563277244568,0.5517681837081909,1.1369110941886902
0.33033254742622375,0.3810171037912369,0.7113496512174606,"[3.9446470737457275, 0.1173580065369606, 0.16827337443828583, 0.5344438552856445, 0.5538895130157471]",0.1173580065369606,0.5344438552856445,0.16827337443828583,0.5538895130157471,1.0883333683013916
0.31924523413181305,0.4046465754508972,0.7238918095827103,"[4.023526191711426, 0.12340524792671204, 0.17009860277175903, 0.5969882607460022, 0.49149975180625916]",0.12340524792671204,0.5969882607460022,0.17009860277175903,0.49149975180625916,1.0884880125522614
0.32476986944675446,0.32074035704135895,0.6455102264881134,"[3.9335198402404785, 0.12041513621807098, 0.16124919056892395, 0.575139582157135, 0.5417369604110718]",0.12041513621807098,0.575139582157135,0.16124919056892395,0.5417369604110718,1.1168765425682068
0.3300735801458359,0.35384321212768555,0.6839167922735214,"[3.7238478660583496, 0.1101078987121582, 0.15581002831459045, 0.5631774067878723, 0.5014911890029907]",0.1101078987121582,0.5631774067878723,0.15581002831459045,0.5014911890029907,1.064668595790863
0.345821738243103,0.3405248075723648,0.6863465458154678,"[3.82942533493042, 0.11033080518245697, 0.15975971519947052, 0.5941085815429688, 0.5344117283821106]",0.11033080518245697,0.5941085815429688,0.15975971519947052,0.5344117283821106,1.1285203099250793
0.33023154735565186,0.3205983191728592,0.650829866528511,"[3.737304210662842, 0.10812520980834961, 0.1565040647983551, 0.5375784635543823, 0.5534331202507019]",0.10812520980834961,0.5375784635543823,0.1565040647983551,0.5534331202507019,1.0910115838050842
0.34405457973480225,0.35339637100696564,0.6974509507417679,"[3.672053813934326, 0.1035609096288681, 0.15560370683670044, 0.5487726926803589, 0.5316351652145386]",0.1035609096288681,0.5487726926803589,0.15560370683670044,0.5316351652145386,1.0804078578948975
0.3224552422761917,0.3208664357662201,0.6433216780424118,"[3.5826244354248047, 0.10006774961948395, 0.14740699529647827, 0.5653864741325378, 0.5424906611442566]",0.10006774961948395,0.5653864741325378,0.14740699529647827,0.5424906611442566,1.1078771352767944
0.35538510978221893,0.3194383829832077,0.6748234927654266,"[3.5795133113861084, 0.10034944862127304, 0.146259143948555, 0.5581309795379639, 0.5552965402603149]",0.10034944862127304,0.5581309795379639,0.146259143948555,0.5552965402603149,1.1134275197982788
0.36792200803756714,0.3730684965848923,0.7409905046224594,"[3.6143064498901367, 0.09820187091827393, 0.15181776881217957, 0.540765106678009, 0.5733448266983032]",0.09820187091827393,0.540765106678009,0.15181776881217957,0.5733448266983032,1.1141099333763123
0.3437909930944443,0.3438069075345993,0.6875979006290436,"[3.487241268157959, 0.09272526204586029, 0.14868807792663574, 0.519572377204895, 0.5535354614257812]",0.09272526204586029,0.519572377204895,0.14868807792663574,0.5535354614257812,1.0731078386306763
0.3331139534711838,0.3498382568359375,0.6829522103071213,"[3.4173624515533447, 0.0883355587720871, 0.14816686511039734, 0.5289815664291382, 0.5233566164970398]",0.0883355587720871,0.5289815664291382,0.14816686511039734,0.5233566164970398,1.052338182926178
0.31628188490867615,0.3071877807378769,0.623469665646553,"[3.51397705078125, 0.09340600669384003, 0.14393185079097748, 0.5719211101531982, 0.5686770677566528]",0.09340600669384003,0.5719211101531982,0.14393185079097748,0.5686770677566528,1.140598177909851
0.3434810936450958,0.3077608793973923,0.6512419730424881,"[3.440248489379883, 0.09051980823278427, 0.14395299553871155, 0.5435446500778198, 0.5519758462905884]",0.09051980823278427,0.5435446500778198,0.14395299553871155,0.5519758462905884,1.0955204963684082
0.3629162609577179,0.30806367099285126,0.6709799319505692,"[3.596879720687866, 0.0922742411494255, 0.1471455842256546, 0.616165280342102, 0.5865162014961243]",0.0922742411494255,0.616165280342102,0.1471455842256546,0.5865162014961243,1.2026814818382263
0.35451391339302063,0.2868356704711914,0.641349583864212,"[3.3842601776123047, 0.08845613896846771, 0.13906091451644897, 0.550248920917511, 0.5588406920433044]",0.08845613896846771,0.550248920917511,0.13906091451644897,0.5588406920433044,1.1090896129608154
0.3212142735719681,0.2974654585123062,0.6186797320842743,"[3.474001407623291, 0.0856747031211853, 0.1425863802433014, 0.5422504544258118, 0.6491400599479675]",0.0856747031211853,0.5422504544258118,0.1425863802433014,0.6491400599479675,1.1913905143737793
0.34975220263004303,0.41539205610752106,0.7651442587375641,"[3.5267677307128906, 0.08817138522863388, 0.14551663398742676, 0.5216968059539795, 0.6681908369064331]",0.08817138522863388,0.5216968059539795,0.14551663398742676,0.6681908369064331,1.1898876428604126
0.33249594271183014,0.29355476796627045,0.6260507106781006,"[3.397646188735962, 0.08335208892822266, 0.1403740495443344, 0.5411009788513184, 0.6192837953567505]",0.08335208892822266,0.5411009788513184,0.1403740495443344,0.6192837953567505,1.1603847742080688
0.31873929500579834,0.32293251156806946,0.6416718065738678,"[3.4451606273651123, 0.08665282279253006, 0.13093896210193634, 0.5454118251800537, 0.7238308787345886]",0.08665282279253006,0.5454118251800537,0.13093896210193634,0.7238308787345886,1.2692427039146423
0.3649025708436966,0.4113445281982422,0.7762470990419388,"[3.2774312496185303, 0.08020174503326416, 0.13890370726585388, 0.5066571831703186, 0.5797194838523865]",0.08020174503326416,0.5066571831703186,0.13890370726585388,0.5797194838523865,1.086376667022705
0.2850951552391052,0.3258159011602402,0.6109110563993454,"[3.3690080642700195, 0.08375705778598785, 0.13351574540138245, 0.5629479289054871, 0.6333323121070862]",0.08375705778598785,0.5629479289054871,0.13351574540138245,0.6333323121070862,1.1962802410125732
0.3007373511791229,0.46165867149829865,0.7623960226774216,"[3.6292264461517334, 0.0853673592209816, 0.1337098777294159, 0.5598577857017517, 0.8785961866378784]",0.0853673592209816,0.5598577857017517,0.1337098777294159,0.8785961866378784,1.4384539723396301
0.3137488216161728,0.5138087570667267,0.8275575786828995,"[3.3476572036743164, 0.08439624309539795, 0.13187183439731598, 0.5418656468391418, 0.6431108117103577]",0.08439624309539795,0.5418656468391418,0.13187183439731598,0.6431108117103577,1.1849764585494995
0.314541295170784,0.4429337680339813,0.7574750632047653,"[3.4280591011047363, 0.08276709169149399, 0.1410529613494873, 0.5620647668838501, 0.6277937889099121]",0.08276709169149399,0.5620647668838501,0.1410529613494873,0.6277937889099121,1.1898585557937622
0.32007889449596405,0.39878107607364655,0.7188599705696106,"[3.316823720932007, 0.0802941545844078, 0.14075425267219543, 0.5557267665863037, 0.5506129264831543]",0.0802941545844078,0.5557267665863037,0.14075425267219543,0.5506129264831543,1.106339693069458
0.3216712474822998,0.3831148147583008,0.7047860622406006,"[3.318903923034668, 0.07893168181180954, 0.13157431781291962, 0.5520229339599609, 0.6618208885192871]",0.07893168181180954,0.5520229339599609,0.13157431781291962,0.6618208885192871,1.213843822479248
0.30166611075401306,0.3851616680622101,0.6868277788162231,"[3.2046971321105957, 0.07848627865314484, 0.12926168739795685, 0.6030158996582031, 0.5242016315460205]",0.07848627865314484,0.6030158996582031,0.12926168739795685,0.5242016315460205,1.1272175312042236
0.31674934923648834,0.3633164018392563,0.6800657510757446,"[3.207719087600708, 0.07856602966785431, 0.12893855571746826, 0.5632606148719788, 0.5694125890731812]",0.07856602966785431,0.5632606148719788,0.12893855571746826,0.5694125890731812,1.13267320394516
0.2994109243154526,0.3258664906024933,0.6252774149179459,"[3.292232036590576, 0.07389487326145172, 0.12897706031799316, 0.5790344476699829, 0.684478223323822]",0.07389487326145172,0.5790344476699829,0.12897706031799316,0.684478223323822,1.263512670993805
0.3165135532617569,0.38143904507160187,0.6979525983333588,"[3.126126527786255, 0.07607628405094147, 0.12096661329269409, 0.6102263331413269, 0.54547119140625]",0.07607628405094147,0.6102263331413269,0.12096661329269409,0.54547119140625,1.155697524547577
0.30812303721904755,0.3099185824394226,0.6180416196584702,"[3.126060962677002, 0.07576003670692444, 0.12439177930355072, 0.5779362320899963, 0.5466066002845764]",0.07576003670692444,0.5779362320899963,0.12439177930355072,0.5466066002845764,1.1245428323745728
0.2888370603322983,0.2945178300142288,0.5833548903465271,"[3.088677406311035, 0.07290544360876083, 0.12349764257669449, 0.5637961626052856, 0.5608503222465515]",0.07290544360876083,0.5637961626052856,0.12349764257669449,0.5608503222465515,1.1246464848518372
0.27470357716083527,0.29595720767974854,0.5706607848405838,"[3.177135467529297, 0.07104707509279251, 0.12176528573036194, 0.6097917556762695, 0.6392202377319336]",0.07104707509279251,0.6097917556762695,0.12176528573036194,0.6392202377319336,1.2490119934082031
0.33030328154563904,0.30072422325611115,0.6310275048017502,"[3.1408355236053467, 0.07623160630464554, 0.11891403794288635, 0.6353849768638611, 0.5539942383766174]",0.07623160630464554,0.6353849768638611,0.11891403794288635,0.5539942383766174,1.1893792152404785
0.2950741946697235,0.282143771648407,0.5772179663181305,"[3.0769901275634766, 0.07084201276302338, 0.12198591232299805, 0.5416275858879089, 0.6070833206176758]",0.07084201276302338,0.5416275858879089,0.12198591232299805,0.6070833206176758,1.1487109065055847
0.2794054001569748,0.2866216003894806,0.5660270005464554,"[3.1952333450317383, 0.07277325540781021, 0.12580493092536926, 0.6298907995223999, 0.5795609354972839]",0.07277325540781021,0.6298907995223999,0.12580493092536926,0.5795609354972839,1.2094517350196838
0.29351380467414856,0.30253341794013977,0.5960472226142883,"[3.127540111541748, 0.07400234043598175, 0.12272119522094727, 0.5945086479187012, 0.5657961368560791]",0.07400234043598175,0.5945086479187012,0.12272119522094727,0.5657961368560791,1.1603047847747803
0.2625724524259567,0.2670189291238785,0.5295913815498352,"[3.1737332344055176, 0.0718761533498764, 0.11748980730772018, 0.6608085036277771, 0.6192652583122253]",0.0718761533498764,0.6608085036277771,0.11748980730772018,0.6192652583122253,1.2800737619400024
0.28377872705459595,0.329353928565979,0.613132655620575,"[3.1742193698883057, 0.06772517412900925, 0.11743807792663574, 0.6084268093109131, 0.7141599059104919]",0.06772517412900925,0.6084268093109131,0.11743807792663574,0.7141599059104919,1.322586715221405
0.29050248861312866,0.31509098410606384,0.6055934727191925,"[3.072777271270752, 0.07153167575597763, 0.11287643015384674, 0.6361070871353149, 0.5925889611244202]",0.07153167575597763,0.6361070871353149,0.11287643015384674,0.5925889611244202,1.228696048259735
0.3127318322658539,0.3188277333974838,0.6315595656633377,"[3.0507636070251465, 0.06551230698823929, 0.12232428789138794, 0.571370542049408, 0.6010269522666931]",0.06551230698823929,0.571370542049408,0.12232428789138794,0.6010269522666931,1.172397494316101
0.278603658080101,0.2871149480342865,0.5657186061143875,"[3.251180648803711, 0.06741286814212799, 0.12069980055093765, 0.7467020750045776, 0.6233519911766052]",0.06741286814212799,0.7467020750045776,0.12069980055093765,0.6233519911766052,1.3700540661811829
0.33706557750701904,0.3123200535774231,0.6493856310844421,"[3.1301095485687256, 0.06689025461673737, 0.11765152215957642, 0.6824924945831299, 0.6021993160247803]",0.06689025461673737,0.6824924945831299,0.11765152215957642,0.6021993160247803,1.2846918106079102
0.27200278639793396,0.27710580825805664,0.5491085946559906,"[3.0672647953033447, 0.06478355824947357, 0.11571918427944183, 0.6241306066513062, 0.6381067037582397]",0.06478355824947357,0.6241306066513062,0.11571918427944183,0.6381067037582397,1.262237310409546
0.31902116537094116,0.2940070629119873,0.6130282282829285,"[3.0096805095672607, 0.06455466151237488, 0.11249181628227234, 0.638909637928009, 0.6003060340881348]",0.06455466151237488,0.638909637928009,0.11249181628227234,0.6003060340881348,1.2392156720161438
0.2758237272500992,0.2817823141813278,0.557606041431427,"[3.066436767578125, 0.06587942689657211, 0.1187434196472168, 0.5955268144607544, 0.6246814727783203]",0.06587942689657211,0.5955268144607544,0.1187434196472168,0.6246814727783203,1.2202082872390747
0.24594177305698395,0.2754446417093277,0.5213864147663116,"[3.3007583618164062, 0.06410452723503113, 0.11932913213968277, 0.6822081208229065, 0.7842135429382324]",0.06410452723503113,0.6822081208229065,0.11932913213968277,0.7842135429382324,1.466421663761139
0.3085439205169678,0.3307064324617386,0.6392503529787064,"[3.0747320652008057, 0.07120393961668015, 0.11043517291545868, 0.6359054446220398, 0.622435450553894]",0.07120393961668015,0.6359054446220398,0.11043517291545868,0.622435450553894,1.2583408951759338
0.2869846671819687,0.33565129339694977,0.6226359605789185,"[3.0292487144470215, 0.06472723931074142, 0.11379825323820114, 0.6062090396881104, 0.6377847790718079]",0.06472723931074142,0.6062090396881104,0.11379825323820114,0.6377847790718079,1.2439938187599182
0.27283090353012085,0.30052550137043,0.5733564049005508,"[3.089282512664795, 0.06687960773706436, 0.11358851194381714, 0.6662558317184448, 0.6183453798294067]",0.06687960773706436,0.6662558317184448,0.11358851194381714,0.6183453798294067,1.2846012115478516
0.3026396781206131,0.36619701981544495,0.668836697936058,"[3.121037483215332, 0.06415024399757385, 0.11931141465902328, 0.6164306998252869, 0.6699902415275574]",0.06415024399757385,0.6164306998252869,0.11931141465902328,0.6699902415275574,1.2864209413528442
0.2976403087377548,0.3966467082500458,0.6942870169878006,"[3.074138879776001, 0.06200350821018219, 0.11825627088546753, 0.6156073212623596, 0.6559338569641113]",0.06200350821018219,0.6156073212623596,0.11825627088546753,0.6559338569641113,1.271541178226471
0.2808219790458679,0.3039389103651047,0.5847608894109726,"[3.1478328704833984, 0.0679064393043518, 0.11443834006786346, 0.674763560295105, 0.6496216654777527]",0.0679064393043518,0.674763560295105,0.11443834006786346,0.6496216654777527,1.3243852257728577
0.29671746492385864,0.3672361224889755,0.6639535874128342,"[3.120023727416992, 0.06381012499332428, 0.11045665293931961, 0.6462171673774719, 0.7311387658119202]",0.06381012499332428,0.6462171673774719,0.11045665293931961,0.7311387658119202,1.377355933189392
0.32713110744953156,0.3777136355638504,0.704844743013382,"[3.0580875873565674, 0.06432956457138062, 0.11787429451942444, 0.5926754474639893, 0.6433736085891724]",0.06432956457138062,0.5926754474639893,0.11787429451942444,0.6433736085891724,1.2360490560531616
0.2863115966320038,0.364463672041893,0.6507752686738968,"[3.059511184692383, 0.06548216938972473, 0.11384081840515137, 0.6145328879356384, 0.6517483592033386]",0.06548216938972473,0.6145328879356384,0.11384081840515137,0.6517483592033386,1.266281247138977
0.2910119444131851,0.3531114459037781,0.6441233903169632,"[3.009106159210205, 0.06203950196504593, 0.11391250789165497, 0.6135281920433044, 0.6360579133033752]",0.06203950196504593,0.6135281920433044,0.11391250789165497,0.6360579133033752,1.2495861053466797
0.33057183027267456,0.31831763684749603,0.6488894671201706,"[3.0718612670898438, 0.06851981580257416, 0.11684621870517731, 0.5939463376998901, 0.624254584312439]",0.06851981580257416,0.5939463376998901,0.11684621870517731,0.624254584312439,1.218200922012329
0.2917659729719162,0.3081853687763214,0.5999513417482376,"[3.0449228286743164, 0.07408691197633743, 0.11440089344978333, 0.5874314308166504, 0.5726133584976196]",0.07408691197633743,0.5874314308166504,0.11440089344978333,0.5726133584976196,1.16004478931427
0.309965118765831,0.2748807817697525,0.5848459005355835,"[3.2072153091430664, 0.08090671896934509, 0.11614535748958588, 0.6117891073226929, 0.6249052882194519]",0.08090671896934509,0.6117891073226929,0.11614535748958588,0.6249052882194519,1.2366943955421448
0.3074377477169037,0.2671111673116684,0.5745489150285721,"[3.048764228820801, 0.06560596078634262, 0.1130322515964508, 0.6528245210647583, 0.6095578074455261]",0.06560596078634262,0.6528245210647583,0.1130322515964508,0.6095578074455261,1.2623823285102844
0.3513617366552353,0.28562116622924805,0.6369829028844833,"[3.0187599658966064, 0.06660835444927216, 0.11573544144630432, 0.5949512720108032, 0.6003707647323608]",0.06660835444927216,0.5949512720108032,0.11573544144630432,0.6003707647323608,1.195322036743164
0.31299668550491333,0.25330787897109985,0.5663045644760132,"[2.9925577640533447, 0.06461857259273529, 0.11031068116426468, 0.628205418586731, 0.6150597333908081]",0.06461857259273529,0.628205418586731,0.11031068116426468,0.6150597333908081,1.243265151977539
0.318727970123291,0.25769926607608795,0.576427236199379,"[2.938589096069336, 0.06203453987836838, 0.11277598142623901, 0.550872802734375, 0.639611005783081]",0.06203453987836838,0.550872802734375,0.11277598142623901,0.639611005783081,1.190483808517456
0.28402814269065857,0.25918398797512054,0.5432121306657791,"[2.9661240577697754, 0.062261857092380524, 0.10834852606058121, 0.640496015548706, 0.619524359703064]",0.062261857092380524,0.640496015548706,0.10834852606058121,0.619524359703064,1.26002037525177
0.3620483726263046,0.270684152841568,0.6327325254678726,"[2.945289134979248, 0.06073988974094391, 0.109089195728302, 0.6221553087234497, 0.6248431205749512]",0.06073988974094391,0.6221553087234497,0.109089195728302,0.6248431205749512,1.2469984292984009
0.3741891235113144,0.27845123410224915,0.6526403576135635,"[2.8848514556884766, 0.06250543892383575, 0.10806459933519363, 0.5673258900642395, 0.6118252277374268]",0.06250543892383575,0.5673258900642395,0.10806459933519363,0.6118252277374268,1.1791511178016663
0.3535841256380081,0.2783641144633293,0.6319482401013374,"[3.00899600982666, 0.06049833446741104, 0.10895752906799316, 0.6679180860519409, 0.6465194225311279]",0.06049833446741104,0.6679180860519409,0.10895752906799316,0.6465194225311279,1.3144375085830688
0.41379064321517944,0.28305840492248535,0.6968490481376648,"[2.8231635093688965, 0.06173203885555267, 0.10436101257801056, 0.5344302654266357, 0.6278026700019836]",0.06173203885555267,0.5344302654266357,0.10436101257801056,0.6278026700019836,1.1622329354286194
0.30418306589126587,0.2884940654039383,0.5926771312952042,"[2.940911293029785, 0.06212262064218521, 0.11358478665351868, 0.5702710151672363, 0.6135662198066711]",0.06212262064218521,0.5702710151672363,0.11358478665351868,0.6135662198066711,1.1838372349739075
0.3326619267463684,0.2793722152709961,0.6120341420173645,"[2.861128807067871, 0.06187068670988083, 0.10717473924160004, 0.5390712022781372, 0.6316032409667969]",0.06187068670988083,0.5390712022781372,0.10717473924160004,0.6316032409667969,1.170674443244934
0.2945598065853119,0.3340163081884384,0.6285761147737503,"[2.989076614379883, 0.06558890640735626, 0.11225062608718872, 0.5439356565475464, 0.6667458415031433]",0.06558890640735626,0.5439356565475464,0.11225062608718872,0.6667458415031433,1.2106814980506897
0.3270062655210495,0.36559632420539856,0.6926025897264481,"[2.9148731231689453, 0.06438294798135757, 0.11424119770526886, 0.5476805567741394, 0.5809510350227356]",0.06438294798135757,0.5476805567741394,0.11424119770526886,0.5809510350227356,1.128631591796875
0.34479841589927673,0.3101000189781189,0.6548984348773956,"[3.0184521675109863, 0.058743275701999664, 0.11605176329612732, 0.5983971953392029, 0.6721046566963196]",0.058743275701999664,0.5983971953392029,0.11605176329612732,0.6721046566963196,1.2705018520355225
0.3099042773246765,0.3757101148366928,0.6856143921613693,"[2.9148166179656982, 0.0624893456697464, 0.10719311237335205, 0.5896294713020325, 0.6283625960350037]",0.0624893456697464,0.5896294713020325,0.10719311237335205,0.6283625960350037,1.2179920673370361
